name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Athens,GR",2022-05-18,29.7,17.3,23.4,29,17.3,23.3,13.5,55.3,0,0,0,rain,0,0,40.7,21.7,157.4,1013,34.9,9.8,267,23.1,9,10,2022-05-18T06:12:33,2022-05-18T20:30:59,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-05-19,19.7,12.8,16.4,19.7,12.8,16.4,5.6,51.1,5.127,100,8.33,rain,0,0,83.5,50.3,8.5,1022.2,56.4,9.9,314.4,27.2,10,10,2022-05-19T06:11:47,2022-05-19T20:31:50,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"16716199999,F6908,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-05-20,22.7,15,19,22.7,15,19,4.6,40.1,0,0,0,,0,0,63.5,44,3.6,1022.8,36.8,10,334.3,28.8,9,10,2022-05-20T06:11:03,2022-05-20T20:32:40,0.63,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"16716199999,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-05-21,27,16.3,22,26.3,16.3,21.9,5,34.1,0,0,0,,0,0,38.3,26.8,25.6,1017,20.2,10,321.4,27.7,9,10,2022-05-21T06:10:20,2022-05-21T20:33:29,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-05-22,28.7,11.6,21.5,27.6,11.6,21.2,8,45.5,0,0,0,,0,0,32.4,15.4,174.4,1010.8,13.6,10,317,27.6,9,10,2022-05-22T06:09:39,2022-05-22T20:34:18,0.74,Clear,Clear conditions throughout the day.,clear-day,"16716199999,E0407,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-05-23,30,17.7,24.1,28.9,17.7,23.8,10.9,45,0,0,0,,0,0,35.6,16.6,172.4,1009.7,29.8,10,298.5,25.8,9,10,2022-05-23T06:09:00,2022-05-23T20:35:07,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,F6908,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-05-24,29.7,18.3,24,29,18.3,23.9,12.9,51.1,0,0,0,,0,0,33.1,16.2,130.6,1011.2,19.5,10,296.5,25.7,9,10,2022-05-24T06:08:23,2022-05-24T20:35:54,0.85,Clear,Clear conditions throughout the day.,clear-day,"16716199999,E0407,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-05-25,30,18,24.2,29.2,18,24,13.2,52.5,0,0,0,,0,0,34.2,17.5,166.6,1015.3,4,10,310.5,26.7,9,10,2022-05-25T06:07:47,2022-05-25T20:36:41,0.89,Clear,Clear conditions throughout the day.,clear-day,"16716199999,E0407,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-05-26,32.3,17,24.7,31.3,17,24.5,13.6,52.8,0,0,0,,0,0,31,14.2,136.6,1017.6,7.9,10,313,27.1,9,10,2022-05-26T06:07:13,2022-05-26T20:37:27,0.93,Clear,Clear conditions throughout the day.,clear-day,"16716199999,E0407,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-05-27,31.1,17.3,24.9,30.5,17.3,24.7,14.1,53.1,0,0,0,,0,0,26.3,19.3,80.5,1016.3,4.2,10,308.5,26.6,9,10,2022-05-27T06:06:40,2022-05-27T20:38:12,0.96,Clear,Clear conditions throughout the day.,clear-day,"16716199999,F6908,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-05-28,32.4,19,25.9,30.7,19,25.4,11.8,45.7,0,0,0,,0,0,39.7,17.6,195.6,1011,10.5,10,306.1,26.4,9,10,2022-05-28T06:06:10,2022-05-28T20:38:57,0.99,Clear,Clear conditions throughout the day.,clear-day,"16716199999,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-05-29,30,17.3,24.5,29.3,17.3,24.3,11.9,46.2,0,0,0,,0,0,55.7,25.3,196.3,1006.6,24.9,10,295,25.5,9,10,2022-05-29T06:05:41,2022-05-29T20:39:40,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,F6908,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-05-30,29.3,19,24,28.4,19,23.9,13.2,52.3,0,0,0,,0,0,36.7,17.8,166.8,1010.7,22.3,10,290.4,24.9,10,10,2022-05-30T06:05:14,2022-05-30T20:40:23,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,E0407,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-05-31,31.2,18,25,30.2,18,24.7,13.3,50.7,0,0,0,,0,0,27,18.6,93.4,1014.2,19.5,10,314.6,27.3,9,10,2022-05-31T06:04:48,2022-05-31T20:41:05,0,Clear,Clear conditions throughout the day.,clear-day,"16716199999,F6908,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-06-01,31.1,20.7,26,30.2,20.7,25.6,13,46.1,0,0,0,,0,0,38.5,28.7,55.4,1013.8,16.8,10,316.5,27.5,9,10,2022-06-01T06:04:25,2022-06-01T20:41:46,0.02,Clear,Clear conditions throughout the day.,clear-day,"16716199999,E0407,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-06-02,32.3,22.3,27.4,30.9,22.3,26.8,11.6,38.5,0,0,0,,0,0,52.6,33.5,1.1,1012.6,11.8,10,322.6,27.6,10,10,2022-06-02T06:04:03,2022-06-02T20:42:25,0.04,Clear,Clear conditions throughout the day.,clear-day,"16716199999,F6908,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-06-03,32,24,28.6,30.8,24,28,12.5,37.7,0,0,0,,0,0,72.4,41.6,4,1012.9,16.6,10,317.8,27.4,9,10,2022-06-03T06:03:43,2022-06-03T20:43:04,0.07,Clear,Clear conditions throughout the day.,clear-day,"16716199999,E4115,LGAV,16741099999,16718099999,16716099999,16715099999,F4407"
"Athens,GR",2022-06-04,32.1,25.6,28.7,30.8,25.6,28.1,12.1,36.5,0,0,0,,0,0,76,41.9,14.9,1014.5,26.1,10,306,26.4,10,10,2022-06-04T06:03:25,2022-06-04T20:43:42,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,E4115,LGAV,16741099999,16718099999,16716099999,16715099999,F4407"
"Athens,GR",2022-06-05,33.3,24.3,28.6,32.5,24.3,28.3,13.8,40.9,0,0,0,,0,0,41.8,28,16.1,1013.5,22,10,314.9,27.2,9,10,2022-06-05T06:03:09,2022-06-05T20:44:18,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,F6908,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-06-06,33.3,21.7,27.5,32.8,21.7,27.3,15.3,49.1,0,0,0,,0,0,48.9,29.5,63.9,1011.8,34.6,9.9,246,21.1,9,10,2022-06-06T06:02:54,2022-06-06T20:44:53,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,F6908,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-06-07,27.7,21.3,24.4,27.8,21.3,24.5,15.4,58,0.597,100,8.33,rain,0,0,48.2,28.7,47,1012.2,35.6,10,271.6,23.4,9,10,2022-06-07T06:02:42,2022-06-07T20:45:27,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"16716199999,F6908,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-06-08,28.2,18.3,23.6,27.8,18.3,23.5,12.5,51,0,0,0,,0,0,37.4,23.5,153,1010.5,34.5,10,295.8,25.7,9,10,2022-06-08T06:02:31,2022-06-08T20:46:00,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,F6908,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-06-09,29.7,18.4,24.5,29.1,18.4,24.5,14.6,54.9,0,0,0,,0,0,46.4,27.7,194,1008,30.8,10,345.5,29.8,10,10,2022-06-09T06:02:22,2022-06-09T20:46:31,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,E0407,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-06-10,28,21.7,24.4,28.8,21.7,24.5,17.9,67.7,0,0,0,,0,0,66.6,39,177.7,1005.7,50.4,10,265.7,23,10,10,2022-06-10T06:02:14,2022-06-10T20:47:01,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-06-11,25.7,19,22.3,25.7,19,22.3,16.1,68.4,2.845,100,4.17,rain,0,0,33.8,19.6,3.3,1006.5,57.3,9.6,144,12.4,6,30,2022-06-11T06:02:09,2022-06-11T20:47:30,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"16716199999,F6908,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-06-12,28.3,20,24,27.8,20,23.9,14.8,57.8,0.066,100,4.17,rain,0,0,37.4,27.2,4.2,1009.3,53.8,10,177.8,15.2,9,10,2022-06-12T06:02:05,2022-06-12T20:47:57,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"16716199999,F6908,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-06-13,29.6,21.2,25.6,28.6,21.2,25.4,13.8,50,0.401,100,4.17,rain,0,0,42.1,28.9,11.2,1010.3,51.8,10,258.5,22.5,10,10,2022-06-13T06:02:03,2022-06-13T20:48:23,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"16716199999,F6908,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-06-14,31.4,23.3,27.5,30.1,23.3,27.1,12.7,40.4,0,0,0,,0,0,41.8,31.1,19.1,1012,29.5,10,288.5,24.9,9,10,2022-06-14T06:02:03,2022-06-14T20:48:48,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,F6908,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-06-15,30.5,21.3,26,29.8,21.3,25.8,13.9,48.2,0,0,0,,0,0,41.8,29.2,19.2,1015.5,35.8,10,264.7,22.8,10,10,2022-06-15T06:02:05,2022-06-15T20:49:11,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,F6908,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-06-16,30.7,22.3,26.2,29.2,22.3,25.8,11.8,42.1,0,0,0,,0,0,55.4,32.9,13.2,1016.2,24.6,10,325.1,28.2,9,10,2022-06-16T06:02:08,2022-06-16T20:49:32,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,F6908,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-06-17,30.3,21.7,25.7,29.1,21.7,25.2,9.8,37.9,0,0,0,,0,0,41.8,35.3,17.7,1015.6,25,10,324.4,28,9,10,2022-06-17T06:02:13,2022-06-17T20:49:52,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,F6908,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-06-18,30,21,25.5,29,21,25.2,10.8,40.3,0,0,0,,0,0,64.8,40.9,1.9,1013.5,20.9,10,207.4,17.8,8,10,2022-06-18T06:02:20,2022-06-18T20:50:10,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,F6908,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-06-19,27.9,21.7,24.7,27,21.7,24.5,11.3,44.5,0,0,0,,0,0,65.2,37.1,0.1,1015.1,25.5,10,304.4,26.3,9,10,2022-06-19T06:02:28,2022-06-19T20:50:27,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,F6908,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-06-20,29,20.6,24.9,27.9,20.6,24.6,10.5,41.3,0,0,0,,0,0,38.2,25.9,3.1,1013.3,23.3,10,255.7,22,10,10,2022-06-20T06:02:39,2022-06-20T20:50:42,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,F6908,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-06-21,34,19.3,26.7,32.6,19.3,26.3,13.2,45.3,0,0,0,,0,0,37.1,16,41.5,1010.8,17.4,10,327,28.4,10,10,2022-06-21T06:02:50,2022-06-21T20:50:55,0.77,Clear,Clear conditions throughout the day.,clear-day,"16716199999,F6908,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-06-22,35.5,21.7,28.7,35.5,21.7,28.5,14.6,43.9,0,0,0,,0,0,38.2,18.6,163.2,1010.1,13.4,10,308.8,26.7,9,10,2022-06-22T06:03:04,2022-06-22T20:51:07,0.82,Clear,Clear conditions throughout the day.,clear-day,"16716199999,F6908,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-06-23,36.3,23,29.9,35.9,23,29.8,15.7,44.7,0,0,0,,0,0,40,21,184.6,1009.8,16.1,10,297.5,25.7,9,10,2022-06-23T06:03:19,2022-06-23T20:51:16,0.87,Clear,Clear conditions throughout the day.,clear-day,"16716199999,E0407,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-06-24,30.6,23.3,27.7,30.4,23.3,27.7,15,46.6,0,0,0,,0,0,54.7,31,24.4,1011.7,26.7,10,306.9,26.4,9,10,2022-06-24T06:03:36,2022-06-24T20:51:25,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,F6908,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-06-25,31.8,19.6,26.2,30.4,19.6,25.7,12.2,43.7,0,0,0,,0,0,39.2,23.5,192.5,1013.3,19.9,10,307.9,26.9,9,10,2022-06-25T06:03:54,2022-06-25T20:51:31,0.95,Clear,Clear conditions throughout the day.,clear-day,"16716199999,F6908,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-06-26,31.2,23.3,27.1,31,23.3,27,16.5,54.1,0.743,100,4.17,rain,0,0,42.9,28.6,37.5,1012.8,22.1,10,325.3,28.1,10,10,2022-06-26T06:04:13,2022-06-26T20:51:36,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"16716199999,E4115,LGAV,16741099999,16718099999,16716099999,16715099999,F4407"
"Athens,GR",2022-06-27,31.3,20,26.3,30.8,20,26.1,14.8,50.9,0,0,0,,0,0,35.9,29.9,33,1015.4,24.7,10,272.2,23.4,9,10,2022-06-27T06:04:34,2022-06-27T20:51:39,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,F6908,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-06-28,32.9,22,27.8,31.7,22,27.2,13.1,42,0,0,0,,0,0,50.4,37.4,15.5,1014.4,25.6,10,332.9,28.6,10,10,2022-06-28T06:04:57,2022-06-28T20:51:40,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,E0407,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-06-29,32,25.8,28.4,31.4,25.8,28,13.1,39.3,0,0,0,,0,0,51.8,31.1,16.6,1013.7,28.2,10,325.6,28.1,9,10,2022-06-29T06:05:21,2022-06-29T20:51:39,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,F6908,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-06-30,33.5,23,28.6,32.2,23,27.9,11.5,35.5,0,0,0,,0,0,50.8,31.1,15.2,1011.9,17.2,10,323.6,27.8,9,10,2022-06-30T06:05:47,2022-06-30T20:51:36,0.01,Clear,Clear conditions throughout the day.,clear-day,"16716199999,F6908,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-07-01,33.6,25.3,29.5,32.1,25.3,28.7,11.8,34.4,0,0,0,,0,0,50.8,38.6,18,1012.7,4.4,10,326.4,28.2,9,10,2022-07-01T06:06:13,2022-07-01T20:51:32,0.03,Clear,Clear conditions throughout the day.,clear-day,"16716199999,E0407,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-07-02,34,26.2,30,33.2,26.2,29.4,12.5,34.4,0,0,0,,0,0,58,33.7,12.3,1013.7,12,10,313.1,27.1,9,10,2022-07-02T06:06:42,2022-07-02T20:51:26,0.05,Clear,Clear conditions throughout the day.,clear-day,"16716199999,E4115,LGAV,16741099999,F5422,16718099999,16716099999,16715099999"
"Athens,GR",2022-07-03,31.3,25.6,28.5,29.9,25.6,27.8,11.4,35.3,0,0,0,,0,0,74.2,41.6,5.2,1013.4,2.7,10,329.6,28.3,9,10,2022-07-03T06:07:11,2022-07-03T20:51:18,0.08,Clear,Clear conditions throughout the day.,clear-day,"16716199999,F6908,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-07-04,31.7,23,27.8,29.5,23,26.8,5,24.9,0,0,0,,0,0,61.2,39.6,9.4,1012,0,10,341.9,29.6,9,10,2022-07-04T06:07:42,2022-07-04T20:51:08,0.12,Clear,Clear conditions throughout the day.,clear-day,"16716199999,E4115,LGAV,16741099999,F5422,16718099999,16716099999,16715099999"
"Athens,GR",2022-07-05,32.3,25,28.5,30.5,25,27.5,7,26,0,0,0,,0,0,56.2,39.1,9,1011.7,0,10,325.7,28.3,9,10,2022-07-05T06:08:14,2022-07-05T20:50:56,0.17,Clear,Clear conditions throughout the day.,clear-day,"16716199999,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-07-06,32.2,25.7,28.5,30.8,25.7,27.9,11.1,34.3,0,0,0,,0,0,49,31,29.5,1011,14.1,10,311.2,27,9,10,2022-07-06T06:08:47,2022-07-06T20:50:42,0.22,Clear,Clear conditions throughout the day.,clear-day,"16716199999,E0407,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-07-07,32.8,24,28,31.7,24,27.7,13.5,41.9,0,0,0,,0,0,43.9,28,17,1012.2,28.4,10,317,27.4,9,10,2022-07-07T06:09:21,2022-07-07T20:50:27,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,E0407,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-07-08,31.9,21.3,26.8,31.4,21.3,26.6,15,49.7,0,0,0,rain,0,0,35.6,19.2,100.6,1011.4,28.8,10,279.3,24.2,10,10,2022-07-08T06:09:56,2022-07-08T20:50:09,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-07-09,28.4,19,23.8,28,19,23.8,15.1,59.6,3.801,100,8.33,rain,0,0,42.5,28.3,349.5,1007.9,58.3,9.9,227.7,19.7,9,10,2022-07-09T06:10:33,2022-07-09T20:49:50,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16716199999,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-07-10,29.3,20,24.5,28.7,20,24.3,14.1,54.7,2.245,100,8.33,rain,0,0,43.5,32.2,353.9,1009.9,47.7,10,331,28.5,10,10,2022-07-10T06:11:10,2022-07-10T20:49:29,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"16716199999,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-07-11,29.8,18.6,24.8,28.9,18.6,24.6,12.9,48.4,0,0,0,,0,0,50,29.2,23.2,1013.4,21.6,10,282.8,24.4,9,10,2022-07-11T06:11:48,2022-07-11T20:49:06,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,E0407,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-07-12,30.7,22,25.8,30,22,25.7,13.2,46,0,0,0,,0,0,55.4,26.8,33.4,1016.3,31.3,10,317.4,27.6,10,10,2022-07-12T06:12:28,2022-07-12T20:48:42,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-07-13,28.3,21.7,25.3,27.6,21.7,25.1,11.1,41.7,0,0,0,,0,0,46.4,28.1,19.3,1016.6,32.5,10,245.8,21.2,10,10,2022-07-13T06:13:08,2022-07-13T20:48:15,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-07-14,30,22.3,26.5,28.5,22.3,25.8,8.5,32.8,0,0,0,,0,0,74.2,45.8,358,1014,16.2,10,323.5,28,9,10,2022-07-14T06:13:49,2022-07-14T20:47:47,0.51,Clear,Clear conditions throughout the day.,clear-day,"16716199999,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-07-15,32.2,25.8,28.6,30.5,25.8,27.7,9.3,30.3,0,0,0,,0,0,57.6,36.5,359.8,1011,1.3,10,325.5,28,9,10,2022-07-15T06:14:31,2022-07-15T20:47:17,0.53,Clear,Clear conditions throughout the day.,clear-day,"16716199999,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-07-16,36.1,25,30.2,34.6,25,29.2,10.1,29.2,0,0,0,,0,0,47.2,24.7,12.9,1013.3,4.9,10,316.9,27.3,9,10,2022-07-16T06:15:14,2022-07-16T20:46:45,0.55,Clear,Clear conditions throughout the day.,clear-day,"16716199999,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-07-17,34.8,28,31.2,33.3,27.3,30,11.3,29.8,0,0,0,,0,0,61.6,34.7,13.4,1014.7,0,10,310.3,27,9,10,2022-07-17T06:15:57,2022-07-17T20:46:11,0.6,Clear,Clear conditions throughout the day.,clear-day,"16716199999,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-07-18,31.4,25.3,28.5,29.8,25.3,27.8,11.5,35.6,0,0,0,,0,0,69.5,40.7,13.5,1016.7,9.4,10,313.3,27,9,10,2022-07-18T06:16:42,2022-07-18T20:45:35,0.65,Clear,Clear conditions throughout the day.,clear-day,"16716199999,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-07-19,28.3,22.8,25.6,27.3,22.8,25.4,10.3,39,0,0,0,,0,0,76,42.8,8.6,1016.7,14.4,10,322.8,28,9,10,2022-07-19T06:17:26,2022-07-19T20:44:58,0.7,Clear,Clear conditions throughout the day.,clear-day,"16716199999,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-07-20,29.4,23.7,26.2,28,23.7,25.8,9.8,36.4,0,0,0,,0,0,73.1,41,6.3,1015.7,23.5,10,323.6,28,9,10,2022-07-20T06:18:12,2022-07-20T20:44:19,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16716199999,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-07-21,33.3,24.6,28.8,31.5,24.6,28,9.4,30.5,0,0,0,,0,0,59,32.3,8.8,1013.9,5.4,10,284.5,24.7,9,10,2022-07-21T06:18:58,2022-07-21T20:43:39,0.8,Clear,Clear conditions throughout the day.,clear-day,"16716199999,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-07-22,34.8,23.7,29.7,33.3,23.7,28.9,10.8,31.8,0,0,0,,0,0,35.3,21.7,13.4,1014,8.8,10,308.5,26.8,9,10,2022-07-22T06:19:45,2022-07-22T20:42:56,0.85,Clear,Clear conditions throughout the day.,clear-day,"16716199999,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-07-23,36,24.7,30.3,34,24.7,29.2,10.5,31.2,0,0,0,,0,0,52.2,29.5,22.4,1014.9,0,10,311.8,27,9,10,2022-07-23T06:20:32,2022-07-23T20:42:12,0.89,Clear,Clear conditions throughout the day.,clear-day,"16716199999,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-07-24,37.3,24.3,30.9,36,24.3,30.2,11.7,32.1,0,0,0,,0,0,29.5,25.3,34.6,1012.7,0,10,306.6,26.5,9,10,2022-07-24T06:21:20,2022-07-24T20:41:27,0.93,Clear,Clear conditions throughout the day.,clear-day,"16716199999,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-07-25,34.5,22.3,29.4,34.3,22.3,29.2,14,39.8,0,0,0,,0,0,55.8,31,41.3,1010.8,18,10,266.7,23.1,8,10,2022-07-25T06:22:08,2022-07-25T20:40:39,0.96,Clear,Clear conditions throughout the day.,clear-day,"16716199999,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-07-26,34.4,24.6,29.9,32.9,24.6,29.3,13.6,38.4,0,0,0,,0,0,46.8,29.8,22.1,1009.7,12.3,10,307.2,26.3,9,10,2022-07-26T06:22:57,2022-07-26T20:39:50,0.98,Clear,Clear conditions throughout the day.,clear-day,"16716199999,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-07-27,36,22.7,29.5,34.5,22.7,28.7,11.9,35.8,0,0,0,,0,0,52.2,31,19.3,1008.5,2.8,10,302.3,26.1,9,10,2022-07-27T06:23:46,2022-07-27T20:39:00,1,Clear,Clear conditions throughout the day.,clear-day,"16716199999,E4115,F6908,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-07-28,33.6,23.6,29.3,32.5,23.6,28.6,11.9,34.6,0,0,0,,0,0,53.3,36.1,12.2,1008.9,0,10,313.8,27.2,9,10,2022-07-28T06:24:35,2022-07-28T20:38:08,1,Clear,Clear conditions throughout the day.,clear-day,"16716199999,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-07-29,33,25.3,29.6,31.8,25.3,28.9,13.4,37.9,0,0,0,,0,0,48.2,38.3,13,1011.2,0,10,311.6,26.8,9,10,2022-07-29T06:25:25,2022-07-29T20:37:14,0,Clear,Clear conditions throughout the day.,clear-day,"16716199999,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
"Athens,GR",2022-07-30,34.3,25,29.7,32.9,25,29,12.7,35.9,0,0,0,,0,0,44.8,30.5,18,1010.8,0,10,310.8,26.9,9,10,2022-07-30T06:26:15,2022-07-30T20:36:19,0.01,Clear,Clear conditions throughout the day.,clear-day,"16716199999,E4115,LGAV,16741099999,16718099999,16716099999,16715099999"
